INFO:Data loaded from: C:\Users\IdoYe\PycharmProjects\Research_Implementing\common\TMs_DB\ScaleFree30Nodes\ScaleFree30Nodes_tms_30X30_length_20000_gravity_sparsity_0.3
INFO:Architecture is: [1]
INFO:gamma is: 0
INFO:Creating Network Class
Network ScaleFree30Nodes has been created
INFO:********* Iteration 0 Starts, Agent is learning *********
Using cpu device
---------------------------------
| rollout/           |          |
|    entropy_loss         | -122          |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 378           |
|    n_updates            | 140           |
|    policy_gradient_loss | -0.00846      |
|    std                  | 0.996         |
|    value_loss           | 756           |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1             |
|    ep_rew_mean          | -26.4         |
| time/                   |               |
|    fps                  | 26            |
|    iterations           | 16            |
|    time_elapsed         | 116           |
|    total_timesteps      | 3072          |
| train/                  |               |
|    approx_kl            | 0.00048625004 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -122          |
|    explained_variance   | -1.19e-07     |
|    learning_rate        | 0.0003        |
|    loss                 | 373           |
|    n_updates            | 150           |
|    policy_gradient_loss | -0.00716      |
|    std                  | 0.995         |
|    value_loss           | 746           |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1             |
|    ep_rew_mean          | -25.8         |
| time/                   |               |
|    fps                  | 26            |
|    iterations           | 17            |
|    time_elapsed         | 124           |
|    total_timesteps      | 3264          |
| train/                  |               |
|    approx_kl            | 0.00060551177 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -122          |
|    explained_variance   | -2.38e-07     |
|    learning_rate        | 0.0003        |
|    loss                 | 370           |
|    n_updates            | 160           |
|    policy_gradient_loss | -0.00788      |
|    std                  | 0.995         |
|    value_loss           | 741           |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1             |
|    ep_rew_mean          | -25.6         |
| time/                   |               |
|    fps                  | 26            |
|    iterations           | 18            |
|    time_elapsed         | 131           |
|    total_timesteps      | 3456          |
| train/                  |               |
|    approx_kl            | 0.00056075054 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -122          |
|    explained_variance   | 2.38e-07      |
|    learning_rate        | 0.0003        |
|    loss                 | 366           |
|    n_updates            | 170           |
|    policy_gradient_loss | -0.00765      |
|    std                  | 0.994         |
|    value_loss           | 732           |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1             |
|    ep_rew_mean          | -26.5         |
| time/                   |               |
|    fps                  | 26            |
|    iterations           | 19            |
|    time_elapsed         | 138           |
|    total_timesteps      | 3648          |
| train/                  |               |
|    approx_kl            | 0.00057951984 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -121          |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 345           |
|    n_updates            | 180           |
|    policy_gradient_loss | -0.00772      |
|    std                  | 0.994         |
|    value_loss           | 690           |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1            |
|    ep_rew_mean          | -26          |
| time/                   |              |
|    fps                  | 26           |
|    iterations           | 20           |
|    time_elapsed         | 145          |
|    total_timesteps      | 3840         |
| train/                  |              |
|    approx_kl            | 0.0005219535 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -121         |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 374          |
|    n_updates            | 190          |
|    policy_gradient_loss | -0.00701     |
|    std                  | 0.994        |
|    value_loss           | 748          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1            |
|    ep_rew_mean          | -26.6        |
| time/                   |              |
|    fps                  | 26           |
|    iterations           | 21           |
|    time_elapsed         | 153          |
|    total_timesteps      | 4032         |
| train/                  |              |
|    approx_kl            | 0.0004882297 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -121         |
|    explained_variance   | 5.96e-08     |
|    learning_rate        | 0.0003       |
|    loss                 | 369          |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.00639     |
|    std                  | 0.994        |
|    value_loss           | 738          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1            |
|    ep_rew_mean          | -26          |
| time/                   |              |
|    fps                  | 26           |
|    iterations           | 22           |
|    time_elapsed         | 160          |
|    total_timesteps      | 4224         |
| train/                  |              |
|    approx_kl            | 0.0006095714 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -121         |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 393          |
|    n_updates            | 210          |
|    policy_gradient_loss | -0.00853     |
|    std                  | 0.993        |
|    value_loss           | 786          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1            |
|    ep_rew_mean          | -25.5        |
| time/                   |              |
|    fps                  | 26           |
|    iterations           | 23           |
|    time_elapsed         | 167          |
|    total_timesteps      | 4416         |
| train/                  |              |
|    approx_kl            | 0.0005637361 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -121         |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 372          |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.00699     |
|    std                  | 0.992        |
|    value_loss           | 743          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1            |
|    ep_rew_mean          | -26.2        |
| time/                   |              |
|    fps                  | 26           |
|    iterations           | 24           |
|    time_elapsed         | 175          |
|    total_timesteps      | 4608         |
| train/                  |              |
|    approx_kl            | 0.0004086631 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -121         |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 344          |
|    n_updates            | 230          |
|    policy_gradient_loss | -0.00532     |
|    std                  | 0.992        |
|    value_loss           | 688          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1            |
|    ep_rew_mean          | -27.1        |
| time/                   |              |
|    fps                  | 26           |
|    iterations           | 25           |
|    time_elapsed         | 182          |
|    total_timesteps      | 4800         |
| train/                  |              |
|    approx_kl            | 0.0005298139 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -121         |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 355          |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.0075      |
|    std                  | 0.991        |
|    value_loss           | 711          |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1             |
|    ep_rew_mean          | -27.8         |
| time/                   |               |
|    fps                  | 26            |
|    iterations           | 26            |
|    time_elapsed         | 189           |
|    total_timesteps      | 4992          |
| train/                  |               |
|    approx_kl            | 0.00078700174 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -121          |
|    explained_variance   | 1.79e-07      |
|    learning_rate        | 0.0003        |
|    loss                 | 367           |
|    n_updates            | 250           |
|    policy_gradient_loss | -0.0103       |
|    std                  | 0.991         |
|    value_loss           | 733           |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1            |
|    ep_rew_mean          | -26.1        |
| time/                   |              |
|    fps                  | 26           |
|    iterations           | 27           |
|    time_elapsed         | 197          |
|    total_timesteps      | 5184         |
| train/                  |              |
|    approx_kl            | 0.0006623352 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -121         |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 408          |
|    n_updates            | 260          |
|    policy_gradient_loss | -0.00869     |
|    std                  | 0.99         |
|    value_loss           | 817          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1            |
|    ep_rew_mean          | -26          |
| time/                   |              |
|    fps                  | 26           |
|    iterations           | 28           |
|    time_elapsed         | 204          |
|    total_timesteps      | 5376         |
| train/                  |              |
|    approx_kl            | 0.0007627613 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -121         |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 351          |
|    n_updates            | 270          |
|    policy_gradient_loss | -0.00926     |
|    std                  | 0.99         |
|    value_loss           | 703          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1            |
|    ep_rew_mean          | -27.3        |
| time/                   |              |
|    fps                  | 26           |
|    iterations           | 29           |
|    time_elapsed         | 211          |
|    total_timesteps      | 5568         |
| train/                  |              |
|    approx_kl            | 0.0008058048 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -121         |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 354          |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.00945     |
|    std                  | 0.99         |
|    value_loss           | 708          |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1             |
|    ep_rew_mean          | -26.6         |
| time/                   |               |
|    fps                  | 26            |
|    iterations           | 30            |
|    time_elapsed         | 219           |
|    total_timesteps      | 5760          |
| train/                  |               |
|    approx_kl            | 0.00060243934 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -121          |
|    explained_variance   | 1.19e-07      |
|    learning_rate        | 0.0003        |
|    loss                 | 368           |
|    n_updates            | 290           |
|    policy_gradient_loss | -0.00819      |
|    std                  | 0.989         |
|    value_loss           | 737           |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1            |
|    ep_rew_mean          | -26.1        |
| time/                   |              |
|    fps                  | 26           |
|    iterations           | 31           |
|    time_elapsed         | 226          |
|    total_timesteps      | 5952         |
| train/                  |              |
|    approx_kl            | 0.0006599389 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -121         |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 363          |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.00815     |
|    std                  | 0.989        |
|    value_loss           | 727          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1            |
|    ep_rew_mean          | -24.9        |
| time/                   |              |
|    fps                  | 26           |
|    iterations           | 32           |
|    time_elapsed         | 233          |
|    total_timesteps      | 6144         |
| train/                  |              |
|    approx_kl            | 0.0005769593 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -121         |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 377          |
|    n_updates            | 310          |
|    policy_gradient_loss | -0.0076      |
|    std                  | 0.988        |
|    value_loss           | 754          |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1             |
|    ep_rew_mean          | -27.3         |
| time/                   |               |
|    fps                  | 26            |
|    iterations           | 33            |
|    time_elapsed         | 240           |
|    total_timesteps      | 6336          |
| train/                  |               |
|    approx_kl            | 0.00051654194 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -121          |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 345           |
|    n_updates            | 320           |
|    policy_gradient_loss | -0.00784      |
|    std                  | 0.988         |
|    value_loss           | 689           |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1             |
|    ep_rew_mean          | -26.9         |
| time/                   |               |
|    fps                  | 26            |
|    iterations           | 34            |
|    time_elapsed         | 248           |
|    total_timesteps      | 6528          |
| train/                  |               |
|    approx_kl            | 0.00056507596 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -121          |
|    explained_variance   | 1.79e-07      |
|    learning_rate        | 0.0003        |
|    loss                 | 376           |
|    n_updates            | 330           |
|    policy_gradient_loss | -0.00733      |
|    std                  | 0.988         |
|    value_loss           | 753           |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1             |
|    ep_rew_mean          | -25.6         |
| time/                   |               |
|    fps                  | 26            |
|    iterations           | 35            |
|    time_elapsed         | 255           |
|    total_timesteps      | 6720          |
| train/                  |               |
|    approx_kl            | 0.00075099804 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -121          |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 357           |
|    n_updates            | 340           |
|    policy_gradient_loss | -0.00976      |
|    std                  | 0.987         |
|    value_loss           | 713           |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1             |
|    ep_rew_mean          | -25.2         |
| time/                   |               |
|    fps                  | 26            |
|    iterations           | 36            |
|    time_elapsed         | 262           |
|    total_timesteps      | 6912          |
| train/                  |               |
|    approx_kl            | 0.00061442825 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -121          |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 339           |
|    n_updates            | 350           |
|    policy_gradient_loss | -0.00724      |
|    std                  | 0.987         |
|    value_loss           | 678           |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1            |
|    ep_rew_mean          | -25.9        |
| time/                   |              |
|    fps                  | 26           |
|    iterations           | 37           |
|    time_elapsed         | 270          |
|    total_timesteps      | 7104         |
| train/                  |              |
|    approx_kl            | 0.0005168806 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -121         |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 331          |
|    n_updates            | 360          |
|    policy_gradient_loss | -0.00731     |
|    std                  | 0.986        |
|    value_loss           | 662          |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1             |
|    ep_rew_mean          | -25.5         |
| time/                   |               |
|    fps                  | 26            |
|    iterations           | 38            |
|    time_elapsed         | 277           |
|    total_timesteps      | 7296          |
| train/                  |               |
|    approx_kl            | 0.00063918653 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -121          |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 351           |
|    n_updates            | 370           |
|    policy_gradient_loss | -0.00761      |
|    std                  | 0.986         |
|    value_loss           | 702           |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1            |
|    ep_rew_mean          | -25.5        |
| time/                   |              |
|    fps                  | 26           |
|    iterations           | 39           |
|    time_elapsed         | 284          |
|    total_timesteps      | 7488         |
| train/                  |              |
|    approx_kl            | 0.0005099708 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -121         |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 342          |
|    n_updates            | 380          |
|    policy_gradient_loss | -0.00745     |
|    std                  | 0.986        |
|    value_loss           | 683          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1           |
|    ep_rew_mean          | -24.9       |
| time/                   |             |
|    fps                  | 26          |
|    iterations           | 40          |
|    time_elapsed         | 291         |
|    total_timesteps      | 7680        |
| train/                  |             |
|    approx_kl            | 0.000561554 |
|    clip_fraction        | 0           |
|    clip_range           | 0.2         |
|    entropy_loss         | -121        |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 371         |
|    n_updates            | 390         |
|    policy_gradient_loss | -0.00769    |
|    std                  | 0.985       |
|    value_loss           | 742         |
-----------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1             |
|    ep_rew_mean          | -24.5         |
| time/                   |               |
|    fps                  | 26            |
|    iterations           | 41            |
|    time_elapsed         | 299           |
|    total_timesteps      | 7872          |
| train/                  |               |
|    approx_kl            | 0.00048704943 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -121          |
|    explained_variance   | -1.19e-07     |
|    learning_rate        | 0.0003        |
|    loss                 | 336           |
|    n_updates            | 400           |
|    policy_gradient_loss | -0.00782      |
|    std                  | 0.985         |
|    value_loss           | 673           |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1             |
|    ep_rew_mean          | -26           |
| time/                   |               |
|    fps                  | 26            |
|    iterations           | 42            |
|    time_elapsed         | 306           |
|    total_timesteps      | 8064          |
| train/                  |               |
|    approx_kl            | 0.00040568286 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -121          |
|    explained_variance   | 2.38e-07      |
|    learning_rate        | 0.0003        |
|    loss                 | 339           |
|    n_updates            | 410           |
|    policy_gradient_loss | -0.00584      |
|    std                  | 0.984         |
|    value_loss           | 678           |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1            |
|    ep_rew_mean          | -24.2        |
| time/                   |              |
|    fps                  | 26           |
|    iterations           | 43           |
|    time_elapsed         | 313          |
|    total_timesteps      | 8256         |
| train/                  |              |
|    approx_kl            | 0.0006446047 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -121         |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 368          |
|    n_updates            | 420          |
|    policy_gradient_loss | -0.00862     |
|    std                  | 0.984        |
|    value_loss           | 736          |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1             |
|    ep_rew_mean          | -25.8         |
| time/                   |               |
|    fps                  | 26            |
|    iterations           | 44            |
|    time_elapsed         | 321           |
|    total_timesteps      | 8448          |
| train/                  |               |
|    approx_kl            | 0.00046494915 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -121          |
|    explained_variance   | 5.96e-08      |
|    learning_rate        | 0.0003        |
|    loss                 | 327           |
|    n_updates            | 430           |
|    policy_gradient_loss | -0.00668      |
|    std                  | 0.984         |
|    value_loss           | 655           |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1             |
|    ep_rew_mean          | -25.5         |
| time/                   |               |
|    fps                  | 26            |
|    iterations           | 45            |
|    time_elapsed         | 328           |
|    total_timesteps      | 8640          |
| train/                  |               |
|    approx_kl            | 0.00074464176 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -121          |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 347           |
|    n_updates            | 440           |
|    policy_gradient_loss | -0.00889      |
|    std                  | 0.983         |
|    value_loss           | 694           |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1             |
|    ep_rew_mean          | -24.6         |
| time/                   |               |
|    fps                  | 26            |
|    iterations           | 46            |
|    time_elapsed         | 335           |
|    total_timesteps      | 8832          |
| train/                  |               |
