INFO:Train data loaded from: C:\Users\idoye\PycharmProjects\Research_Implementing\common\TMs_DB\GoodNet\GoodNet_tms_17X17_length_512_gravity_sparsity_0.3
INFO:Test data loaded from: C:\Users\idoye\PycharmProjects\Research_Implementing\common\TMs_DB\GoodNet\GoodNet_tms_17X17_length_1024_gravity_sparsity_0.3
INFO:Train observations: 512
INFO:Test observations: 1024
Network GoodNet has been created
INFO:Creating Network Class
INFO:Expected Congestion: 1.0235886691991563
INFO:Dest Mean Congestion Result: 1.242798573158742
INFO:SoftMin Initial Expected Congestion: 1.248917262686795
INFO:********* Agent is Loaded *********
---------------------------------
| rollout/           |          |
|    explained_variance   | -1.19e-07  |
|    learning_rate        | 0.003      |
|    loss                 | -0.0372    |
|    n_updates            | 6020       |
|    policy_gradient_loss | -0.0268    |
|    std                  | 0.12       |
|    value_loss           | 0.0169     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.2       |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 5          |
|    time_elapsed         | 20         |
|    total_timesteps      | 1600       |
| train/                  |            |
|    approx_kl            | 0.22358942 |
|    clip_fraction        | 0.701      |
|    clip_range           | 0.2        |
|    entropy_loss         | 58.9       |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | 0.0814     |
|    n_updates            | 6030       |
|    policy_gradient_loss | -0.0229    |
|    std                  | 0.119      |
|    value_loss           | 0.0153     |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1         |
|    ep_rew_mean          | -1.2      |
| time/                   |           |
|    fps                  | 76        |
|    iterations           | 6         |
|    time_elapsed         | 25        |
|    total_timesteps      | 1920      |
| train/                  |           |
|    approx_kl            | 0.2722375 |
|    clip_fraction        | 0.729     |
|    clip_range           | 0.2       |
|    entropy_loss         | 58.8      |
|    explained_variance   | 0         |
|    learning_rate        | 0.003     |
|    loss                 | 0.00237   |
|    n_updates            | 6040      |
|    policy_gradient_loss | -0.0298   |
|    std                  | 0.118     |
|    value_loss           | 0.0157    |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.21      |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 7          |
|    time_elapsed         | 29         |
|    total_timesteps      | 2240       |
| train/                  |            |
|    approx_kl            | 0.30167085 |
|    clip_fraction        | 0.718      |
|    clip_range           | 0.2        |
|    entropy_loss         | 58.9       |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | -0.048     |
|    n_updates            | 6050       |
|    policy_gradient_loss | -0.0137    |
|    std                  | 0.118      |
|    value_loss           | 0.0184     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.18      |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 8          |
|    time_elapsed         | 33         |
|    total_timesteps      | 2560       |
| train/                  |            |
|    approx_kl            | 0.22959924 |
|    clip_fraction        | 0.7        |
|    clip_range           | 0.2        |
|    entropy_loss         | 59.5       |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | -0.00284   |
|    n_updates            | 6060       |
|    policy_gradient_loss | -0.0355    |
|    std                  | 0.117      |
|    value_loss           | 0.0162     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.21      |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 9          |
|    time_elapsed         | 37         |
|    total_timesteps      | 2880       |
| train/                  |            |
|    approx_kl            | 0.23566222 |
|    clip_fraction        | 0.687      |
|    clip_range           | 0.2        |
|    entropy_loss         | 59.6       |
|    explained_variance   | 1.19e-07   |
|    learning_rate        | 0.003      |
|    loss                 | -0.112     |
|    n_updates            | 6070       |
|    policy_gradient_loss | -0.0327    |
|    std                  | 0.116      |
|    value_loss           | 0.0158     |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1         |
|    ep_rew_mean          | -1.2      |
| time/                   |           |
|    fps                  | 76        |
|    iterations           | 10        |
|    time_elapsed         | 41        |
|    total_timesteps      | 3200      |
| train/                  |           |
|    approx_kl            | 0.2768801 |
|    clip_fraction        | 0.722     |
|    clip_range           | 0.2       |
|    entropy_loss         | 59.5      |
|    explained_variance   | 0         |
|    learning_rate        | 0.003     |
|    loss                 | -0.0337   |
|    n_updates            | 6080      |
|    policy_gradient_loss | -0.0369   |
|    std                  | 0.117     |
|    value_loss           | 0.0154    |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.18      |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 11         |
|    time_elapsed         | 45         |
|    total_timesteps      | 3520       |
| train/                  |            |
|    approx_kl            | 0.31352153 |
|    clip_fraction        | 0.738      |
|    clip_range           | 0.2        |
|    entropy_loss         | 59.6       |
|    explained_variance   | -1.19e-07  |
|    learning_rate        | 0.003      |
|    loss                 | -0.0768    |
|    n_updates            | 6090       |
|    policy_gradient_loss | -0.0353    |
|    std                  | 0.116      |
|    value_loss           | 0.015      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.21      |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 12         |
|    time_elapsed         | 50         |
|    total_timesteps      | 3840       |
| train/                  |            |
|    approx_kl            | 0.20342644 |
|    clip_fraction        | 0.69       |
|    clip_range           | 0.2        |
|    entropy_loss         | 59.8       |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | -0.0166    |
|    n_updates            | 6100       |
|    policy_gradient_loss | -0.0134    |
|    std                  | 0.118      |
|    value_loss           | 0.0172     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.19      |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 13         |
|    time_elapsed         | 54         |
|    total_timesteps      | 4160       |
| train/                  |            |
|    approx_kl            | 0.24577641 |
|    clip_fraction        | 0.691      |
|    clip_range           | 0.2        |
|    entropy_loss         | 59.7       |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | 0.0155     |
|    n_updates            | 6110       |
|    policy_gradient_loss | -0.0111    |
|    std                  | 0.118      |
|    value_loss           | 0.0172     |
----------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 1        |
|    ep_rew_mean          | -1.2     |
| time/                   |          |
|    fps                  | 76       |
|    iterations           | 14       |
|    time_elapsed         | 58       |
|    total_timesteps      | 4480     |
| train/                  |          |
|    approx_kl            | 0.251468 |
|    clip_fraction        | 0.724    |
|    clip_range           | 0.2      |
|    entropy_loss         | 59.8     |
|    explained_variance   | 0        |
|    learning_rate        | 0.003    |
|    loss                 | 0.0395   |
|    n_updates            | 6120     |
|    policy_gradient_loss | -0.0223  |
|    std                  | 0.117    |
|    value_loss           | 0.0177   |
--------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.2       |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 15         |
|    time_elapsed         | 62         |
|    total_timesteps      | 4800       |
| train/                  |            |
|    approx_kl            | 0.18000059 |
|    clip_fraction        | 0.723      |
|    clip_range           | 0.2        |
|    entropy_loss         | 60.1       |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | -0.0378    |
|    n_updates            | 6130       |
|    policy_gradient_loss | -0.033     |
|    std                  | 0.117      |
|    value_loss           | 0.0165     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.19      |
| time/                   |            |
|    fps                  | 77         |
|    iterations           | 16         |
|    time_elapsed         | 66         |
|    total_timesteps      | 5120       |
| train/                  |            |
|    approx_kl            | 0.25167203 |
|    clip_fraction        | 0.714      |
|    clip_range           | 0.2        |
|    entropy_loss         | 60.5       |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | 0.00407    |
|    n_updates            | 6140       |
|    policy_gradient_loss | -0.0254    |
|    std                  | 0.116      |
|    value_loss           | 0.0165     |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1         |
|    ep_rew_mean          | -1.21     |
| time/                   |           |
|    fps                  | 77        |
|    iterations           | 17        |
|    time_elapsed         | 70        |
|    total_timesteps      | 5440      |
| train/                  |           |
|    approx_kl            | 0.2203521 |
|    clip_fraction        | 0.711     |
|    clip_range           | 0.2       |
|    entropy_loss         | 60.8      |
|    explained_variance   | 0         |
|    learning_rate        | 0.003     |
|    loss                 | 0.0363    |
|    n_updates            | 6150      |
|    policy_gradient_loss | -0.0278   |
|    std                  | 0.114     |
|    value_loss           | 0.0173    |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1         |
|    ep_rew_mean          | -1.2      |
| time/                   |           |
|    fps                  | 77        |
|    iterations           | 18        |
|    time_elapsed         | 74        |
|    total_timesteps      | 5760      |
| train/                  |           |
|    approx_kl            | 0.2582188 |
|    clip_fraction        | 0.698     |
|    clip_range           | 0.2       |
|    entropy_loss         | 60.6      |
|    explained_variance   | 0         |
|    learning_rate        | 0.003     |
|    loss                 | 0.0186    |
|    n_updates            | 6160      |
|    policy_gradient_loss | -0.0106   |
|    std                  | 0.114     |
|    value_loss           | 0.0156    |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.18      |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 19         |
|    time_elapsed         | 78         |
|    total_timesteps      | 6080       |
| train/                  |            |
|    approx_kl            | 0.24820492 |
|    clip_fraction        | 0.723      |
|    clip_range           | 0.2        |
|    entropy_loss         | 60.6       |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | -0.0268    |
|    n_updates            | 6170       |
|    policy_gradient_loss | -0.0202    |
|    std                  | 0.114      |
|    value_loss           | 0.0166     |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1         |
|    ep_rew_mean          | -1.2      |
| time/                   |           |
|    fps                  | 76        |
|    iterations           | 20        |
|    time_elapsed         | 83        |
|    total_timesteps      | 6400      |
| train/                  |           |
|    approx_kl            | 0.2359663 |
|    clip_fraction        | 0.705     |
|    clip_range           | 0.2       |
|    entropy_loss         | 60.7      |
|    explained_variance   | 0         |
|    learning_rate        | 0.003     |
|    loss                 | -0.0714   |
|    n_updates            | 6180      |
|    policy_gradient_loss | -0.0173   |
|    std                  | 0.114     |
|    value_loss           | 0.017     |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.21      |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 21         |
|    time_elapsed         | 87         |
|    total_timesteps      | 6720       |
| train/                  |            |
|    approx_kl            | 0.14335898 |
|    clip_fraction        | 0.674      |
|    clip_range           | 0.2        |
|    entropy_loss         | 60.4       |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | 0.0281     |
|    n_updates            | 6190       |
|    policy_gradient_loss | -0.00987   |
|    std                  | 0.115      |
|    value_loss           | 0.0158     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.2       |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 22         |
|    time_elapsed         | 91         |
|    total_timesteps      | 7040       |
| train/                  |            |
|    approx_kl            | 0.24329582 |
|    clip_fraction        | 0.71       |
|    clip_range           | 0.2        |
|    entropy_loss         | 60         |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | 0.0304     |
|    n_updates            | 6200       |
|    policy_gradient_loss | -0.0031    |
|    std                  | 0.116      |
|    value_loss           | 0.0174     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.21      |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 23         |
|    time_elapsed         | 95         |
|    total_timesteps      | 7360       |
| train/                  |            |
|    approx_kl            | 0.23852976 |
|    clip_fraction        | 0.719      |
|    clip_range           | 0.2        |
|    entropy_loss         | 59.8       |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | -0.0479    |
|    n_updates            | 6210       |
|    policy_gradient_loss | -0.0227    |
|    std                  | 0.117      |
|    value_loss           | 0.0161     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.19      |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 24         |
|    time_elapsed         | 99         |
|    total_timesteps      | 7680       |
| train/                  |            |
|    approx_kl            | 0.25284886 |
|    clip_fraction        | 0.712      |
|    clip_range           | 0.2        |
|    entropy_loss         | 59.8       |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | 0.0865     |
|    n_updates            | 6220       |
|    policy_gradient_loss | 0.00205    |
|    std                  | 0.117      |
|    value_loss           | 0.0163     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.21      |
| time/                   |            |
|    fps                  | 77         |
|    iterations           | 25         |
|    time_elapsed         | 103        |
|    total_timesteps      | 8000       |
| train/                  |            |
|    approx_kl            | 0.18520203 |
|    clip_fraction        | 0.732      |
|    clip_range           | 0.2        |
|    entropy_loss         | 59.7       |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | 0.0261     |
|    n_updates            | 6230       |
|    policy_gradient_loss | -0.0124    |
|    std                  | 0.117      |
|    value_loss           | 0.018      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.21      |
| time/                   |            |
|    fps                  | 77         |
|    iterations           | 26         |
|    time_elapsed         | 108        |
|    total_timesteps      | 8320       |
| train/                  |            |
|    approx_kl            | 0.21555042 |
|    clip_fraction        | 0.72       |
|    clip_range           | 0.2        |
|    entropy_loss         | 59.8       |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | -0.0131    |
|    n_updates            | 6240       |
|    policy_gradient_loss | -0.0198    |
|    std                  | 0.116      |
|    value_loss           | 0.0157     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.19      |
| time/                   |            |
|    fps                  | 77         |
|    iterations           | 27         |
|    time_elapsed         | 112        |
|    total_timesteps      | 8640       |
| train/                  |            |
|    approx_kl            | 0.21194527 |
|    clip_fraction        | 0.728      |
|    clip_range           | 0.2        |
|    entropy_loss         | 60.3       |
|    explained_variance   | 1.19e-07   |
|    learning_rate        | 0.003      |
|    loss                 | -0.0137    |
|    n_updates            | 6250       |
|    policy_gradient_loss | -0.0436    |
|    std                  | 0.114      |
|    value_loss           | 0.0176     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.2       |
| time/                   |            |
|    fps                  | 77         |
|    iterations           | 28         |
|    time_elapsed         | 116        |
|    total_timesteps      | 8960       |
| train/                  |            |
|    approx_kl            | 0.22137006 |
|    clip_fraction        | 0.706      |
|    clip_range           | 0.2        |
|    entropy_loss         | 60.6       |
|    explained_variance   | -1.19e-07  |
|    learning_rate        | 0.003      |
|    loss                 | -0.0422    |
|    n_updates            | 6260       |
|    policy_gradient_loss | -0.0228    |
|    std                  | 0.115      |
|    value_loss           | 0.0175     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.2       |
| time/                   |            |
|    fps                  | 77         |
|    iterations           | 29         |
|    time_elapsed         | 120        |
|    total_timesteps      | 9280       |
| train/                  |            |
|    approx_kl            | 0.26454362 |
|    clip_fraction        | 0.713      |
|    clip_range           | 0.2        |
|    entropy_loss         | 60.5       |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | 0.0933     |
|    n_updates            | 6270       |
|    policy_gradient_loss | -0.0104    |
|    std                  | 0.114      |
|    value_loss           | 0.0161     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.2       |
| time/                   |            |
|    fps                  | 77         |
|    iterations           | 30         |
|    time_elapsed         | 124        |
|    total_timesteps      | 9600       |
| train/                  |            |
|    approx_kl            | 0.19936572 |
|    clip_fraction        | 0.711      |
|    clip_range           | 0.2        |
|    entropy_loss         | 60.4       |
|    explained_variance   | 1.19e-07   |
|    learning_rate        | 0.003      |
|    loss                 | -0.00991   |
|    n_updates            | 6280       |
|    policy_gradient_loss | -0.0194    |
|    std                  | 0.114      |
|    value_loss           | 0.0148     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.2       |
| time/                   |            |
|    fps                  | 77         |
|    iterations           | 31         |
|    time_elapsed         | 128        |
|    total_timesteps      | 9920       |
| train/                  |            |
|    approx_kl            | 0.17345423 |
|    clip_fraction        | 0.675      |
|    clip_range           | 0.2        |
|    entropy_loss         | 60.1       |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | -0.0499    |
|    n_updates            | 6290       |
|    policy_gradient_loss | -0.00446   |
|    std                  | 0.117      |
|    value_loss           | 0.0171     |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1         |
|    ep_rew_mean          | -1.19     |
| time/                   |           |
|    fps                  | 77        |
|    iterations           | 32        |
|    time_elapsed         | 132       |
|    total_timesteps      | 10240     |
| train/                  |           |
|    approx_kl            | 0.2479167 |
|    clip_fraction        | 0.718     |
|    clip_range           | 0.2       |
|    entropy_loss         | 59.8      |
|    explained_variance   | 0         |
|    learning_rate        | 0.003     |
|    loss                 | -0.0239   |
|    n_updates            | 6300      |
|    policy_gradient_loss | -0.0121   |
|    std                  | 0.116     |
|    value_loss           | 0.0171    |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.21      |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 33         |
|    time_elapsed         | 137        |
|    total_timesteps      | 10560      |
| train/                  |            |
|    approx_kl            | 0.18148102 |
|    clip_fraction        | 0.692      |
|    clip_range           | 0.2        |
|    entropy_loss         | 59.6       |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | 0.0444     |
|    n_updates            | 6310       |
|    policy_gradient_loss | -0.021     |
|    std                  | 0.117      |
|    value_loss           | 0.0172     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.2       |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 34         |
|    time_elapsed         | 141        |
|    total_timesteps      | 10880      |
| train/                  |            |
|    approx_kl            | 0.26764745 |
|    clip_fraction        | 0.728      |
|    clip_range           | 0.2        |
|    entropy_loss         | 59.4       |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | 0.00779    |
|    n_updates            | 6320       |
|    policy_gradient_loss | -0.0243    |
|    std                  | 0.117      |
|    value_loss           | 0.017      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.18      |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 35         |
|    time_elapsed         | 145        |
|    total_timesteps      | 11200      |
| train/                  |            |
|    approx_kl            | 0.17332101 |
|    clip_fraction        | 0.71       |
|    clip_range           | 0.2        |
|    entropy_loss         | 59.3       |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | -0.0209    |
|    n_updates            | 6330       |
|    policy_gradient_loss | -0.0155    |
|    std                  | 0.116      |
|    value_loss           | 0.017      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.2       |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 36         |
|    time_elapsed         | 150        |
|    total_timesteps      | 11520      |
| train/                  |            |
|    approx_kl            | 0.22754946 |
|    clip_fraction        | 0.701      |
|    clip_range           | 0.2        |
|    entropy_loss         | 59.3       |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | -0.0593    |
|    n_updates            | 6340       |
|    policy_gradient_loss | -0.0286    |
|    std                  | 0.116      |
|    value_loss           | 0.0176     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.2       |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 37         |
|    time_elapsed         | 154        |
|    total_timesteps      | 11840      |
| train/                  |            |
|    approx_kl            | 0.20306632 |
|    clip_fraction        | 0.701      |
|    clip_range           | 0.2        |
|    entropy_loss         | 59.1       |
|    explained_variance   | -1.19e-07  |
|    learning_rate        | 0.003      |
|    loss                 | 0.00736    |
|    n_updates            | 6350       |
|    policy_gradient_loss | -0.0212    |
|    std                  | 0.116      |
|    value_loss           | 0.0156     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.2       |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 38         |
|    time_elapsed         | 158        |
|    total_timesteps      | 12160      |
| train/                  |            |
|    approx_kl            | 0.29051822 |
|    clip_fraction        | 0.684      |
|    clip_range           | 0.2        |
|    entropy_loss         | 59         |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | 0.0153     |
|    n_updates            | 6360       |
|    policy_gradient_loss | -0.000444  |
|    std                  | 0.116      |
|    value_loss           | 0.0147     |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1         |
|    ep_rew_mean          | -1.2      |
| time/                   |           |
|    fps                  | 76        |
|    iterations           | 39        |
|    time_elapsed         | 162       |
|    total_timesteps      | 12480     |
| train/                  |           |
|    approx_kl            | 0.2170349 |
|    clip_fraction        | 0.719     |
|    clip_range           | 0.2       |
|    entropy_loss         | 58.7      |
|    explained_variance   | 0         |
|    learning_rate        | 0.003     |
|    loss                 | 0.0249    |
|    n_updates            | 6370      |
|    policy_gradient_loss | -0.021    |
|    std                  | 0.117     |
|    value_loss           | 0.0163    |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.18      |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 40         |
|    time_elapsed         | 167        |
|    total_timesteps      | 12800      |
| train/                  |            |
|    approx_kl            | 0.23482898 |
|    clip_fraction        | 0.7        |
|    clip_range           | 0.2        |
|    entropy_loss         | 58.4       |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | -0.03      |
|    n_updates            | 6380       |
|    policy_gradient_loss | -0.0184    |
|    std                  | 0.117      |
|    value_loss           | 0.0157     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.21      |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 41         |
|    time_elapsed         | 171        |
|    total_timesteps      | 13120      |
| train/                  |            |
|    approx_kl            | 0.23030019 |
|    clip_fraction        | 0.701      |
|    clip_range           | 0.2        |
|    entropy_loss         | 58.5       |
|    explained_variance   | -1.19e-07  |
|    learning_rate        | 0.003      |
|    loss                 | -0.0424    |
|    n_updates            | 6390       |
|    policy_gradient_loss | -0.0279    |
|    std                  | 0.116      |
|    value_loss           | 0.0172     |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1         |
|    ep_rew_mean          | -1.21     |
| time/                   |           |
|    fps                  | 76        |
|    iterations           | 42        |
|    time_elapsed         | 175       |
|    total_timesteps      | 13440     |
| train/                  |           |
|    approx_kl            | 0.1976305 |
|    clip_fraction        | 0.677     |
|    clip_range           | 0.2       |
|    entropy_loss         | 58.9      |
|    explained_variance   | 0         |
|    learning_rate        | 0.003     |
|    loss                 | -0.0779   |
|    n_updates            | 6400      |
|    policy_gradient_loss | -0.0255   |
|    std                  | 0.115     |
|    value_loss           | 0.0164    |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1          |
|    ep_rew_mean          | -1.19      |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 43         |
|    time_elapsed         | 179        |
|    total_timesteps      | 13760      |
| train/                  |            |
|    approx_kl            | 0.20441549 |
|    clip_fraction        | 0.689      |
|    clip_range           | 0.2        |
|    entropy_loss         | 59         |
|    explained_variance   | 0          |
|    learning_rate        | 0.003      |
|    loss                 | 0.0203     |
|    n_updates            | 6410       |
|    policy_gradient_loss | -0.0115    |
|    std                  | 0.114      |
|    value_loss           | 0.0157     |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1         |
|    ep_rew_mean          | -1.2      |
| time/                   |           |
|    fps                  | 76        |
|    iterations           | 44        |
|    time_elapsed         | 184       |
|    total_timesteps      | 14080     |
| train/                  |           |
|    approx_kl            | 0.2728366 |
|    clip_fraction        | 0.727     |
|    clip_range           | 0.2       |
|    entropy_loss         | 59.1      |
|    explained_variance   | 0         |
|    learning_rate        | 0.003     |
|    loss                 | -0.0134   |
